medicine_reference_id,dpri_id,source_drug_name,generic_name_guess,active_ingredients_guess,strength_text_guess,dosage_form_guess,route_hint,brand_name,manufacturer,barcode_gtin,philippine_fda_cpr_number,fda_registration_status,fda_verified_at,rxnorm_rxcui,dailymed_setid,openfda_spl_id,common_uses,indications,purpose,warnings,side_effects,contraindications,drug_interactions,storage_instructions,lowest_price_php,median_price_php,highest_price_php,country,source_year,source_page,source_document,source_urls,dataset_status,safety_notes,last_updated
DPRI2025-0036,36,"Aminophylline (Theophylline Ethylenediamine) 25 mg/mL, 10 mL Solution for Injection Ampule",Aminophylline (Theophylline Ethylenediamine),Aminophylline (Theophylline Ethylenediamine),25 mg; 10 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,9.22,18.96,37.88,Philippines,2025,2,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0037,37,Amiodarone 200 mg Tablet,Amiodarone,Amiodarone,200 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,8.00,12.83,55.00,Philippines,2025,2,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0038,38,"Amiodarone 50 mg/mL, 3 mL Solution for Injection Ampule",Amiodarone,Amiodarone,50 mg; 3 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,185.00,315.00,495.00,Philippines,2025,2,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0039,39,Amlodipine 10 mg Tablet,Amlodipine,Amlodipine,10 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,0.26,0.46,18.30,Philippines,2025,2,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0040,40,Amlodipine 5 mg Tablet,Amlodipine,Amlodipine,5 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,0.19,0.33,4.50,Philippines,2025,2,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0041,41,"Amoxicillin 100 mg/mL, 15 mL Oral Drops",Amoxicillin,Amoxicillin,100 mg; 15 mL,Oral Drops,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,16.25,21.00,45.00,Philippines,2025,2,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0042,42,Amoxicillin 250 mg Capsule,Amoxicillin,Amoxicillin,250 mg,Capsule,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,1.75,2.05,4.00,Philippines,2025,2,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0043,43,"Amoxicillin 250 mg/5 mL, 60 mL Oral Suspension",Amoxicillin,Amoxicillin,250 mg/5 mL; 60 mL,Oral Suspension,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,4.88,35.08,80.00,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0044,44,Amoxicillin 500 mg Capsule,Amoxicillin,Amoxicillin,500 mg,Capsule,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,1.38,1.87,4.00,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0045,45,Amphotericin B (Lipid Complex) 50 mg vial,Amphotericin B (Lipid Complex),Amphotericin B (Lipid Complex),50 mg,Vial,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,9974.95,10972.00,11470.00,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0046,46,Amphotericin B (Non-Lipid Complex) 50 mg Powder for Injection Vial,Amphotericin B (Non-Lipid Complex),Amphotericin B (Non-Lipid Complex),50 mg,Powder for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,757.00,1416.50,3200.00,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0047,47,Ampicillin + Sulbactam 1000 mg + 500 mg Powder for Injection Vial,Ampicillin + Sulbactam,Ampicillin + Sulbactam,1000 mg; 500 mg,Powder for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,29.50,44.39,750.00,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0048,48,Ampicillin + Sulbactam 500 mg + 250 mg Powder for Injection Vial,Ampicillin + Sulbactam,Ampicillin + Sulbactam,500 mg; 250 mg,Powder for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,16.20,28.12,470.00,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0049,49,Ampicillin 1 g Powder for Injection Vial,Ampicillin,Ampicillin,1 g,Powder for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,12.44,18.34,27.83,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0050,50,Ampicillin 250 mg Powder for Injection Vial,Ampicillin,Ampicillin,250 mg,Powder for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,9.72,12.43,34.00,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0051,51,Ampicillin 500 mg Powder for Injection Vial,Ampicillin,Ampicillin,500 mg,Powder for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,6.00,11.29,49.00,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0052,52,Anastrazole 1 mg Film Coated Tablet,Anastrazole,Anastrazole,1 mg,Film Coated Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,16.37,18.50,45.00,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0053,53,"Anti-Rabies serum 200 IU/mL, 5 mL Solution for Injection Vial (Equine)",Anti-Rabies serum,Anti-Rabies serum,200 IU; 5 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,757.00,1270.00,2000.00,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0054,54,"Anti-tetanus serum (equine) 1500 IU/0.7 mL solution for injection, ampul",Anti-tetanus serum (equine),Anti-tetanus serum (equine),1500 IU/0.7 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,82.40,123.00,148.00,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0055,55,Antithymocyte Immunoglobulin (ATG) (rabbit) 25 mg/5 mL vial,Antithymocyte Immunoglobulin (ATG) (rabbit),Antithymocyte Immunoglobulin (ATG) (rabbit),25 mg/5 mL,Vial,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,13108.61,13108.61,13108.61,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0056,56,Aripiprazole 10 mg orally disintegrating tablet,Aripiprazole,Aripiprazole,10 mg,Orally Disintegrating Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,34.98,211.10,222.03,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0057,57,Aripiprazole 10 mg Tablet,Aripiprazole,Aripiprazole,10 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,19.48,34.48,59.00,Philippines,2025,3,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
